id,date,year_week,product_number,reporterhq_id,prod_category,specs,display_size,segment,sales_units,inventory_units
202202-11844,2022-01-15,202202,11844,93,Doraemon,109271,15.6,Gaming,1.0,1.0
202203-11844,2022-01-22,202203,11844,93,Doraemon,109271,15.6,Gaming,3.0,0.0
202204-11844,2022-01-29,202204,11844,93,Doraemon,109271,15.6,Gaming,0.0,1.0
202205-11844,2022-02-05,202205,11844,93,Doraemon,109271,15.6,Gaming,0.0,4.0
202206-11844,2022-02-12,202206,11844,12,Doraemon,109271,15.6,Gaming,1.0,7.0
202206-11844,2022-02-12,202206,11844,93,Doraemon,109271,15.6,Gaming,1.0,8.0
202207-11844,2022-02-19,202207,11844,93,Doraemon,109271,15.6,Gaming,0.0,18.0
202208-11844,2022-02-26,202208,11844,93,Doraemon,109271,15.6,Gaming,0.0,19.0
202209-11844,2022-03-05,202209,11844,93,Doraemon,109271,15.6,Gaming,1.0,
202210-11844,2022-03-12,202210,11844,93,Doraemon,109271,15.6,Gaming,8.0,20.0
202211-11844,2022-03-19,202211,11844,93,Doraemon,109271,15.6,Gaming,0.0,23.0
202212-11844,2022-03-26,202212,11844,93,Doraemon,109271,15.6,Gaming,0.0,26.0
202213-11844,2022-04-02,202213,11844,93,Doraemon,109271,15.6,Gaming,0.0,43.0
202214-11844,2022-04-09,202214,11844,93,Doraemon,109271,15.6,Gaming,0.0,55.0
202215-11844,2022-04-16,202215,11844,93,Doraemon,109271,15.6,Gaming,0.0,
202216-11844,2022-04-23,202216,11844,93,Doraemon,109271,15.6,Gaming,,77.0
202217-11844,2022-04-30,202217,11844,93,Doraemon,109271,15.6,Gaming,0.0,85.0
202219-11844,2022-05-14,202219,11844,93,Doraemon,109271,15.6,Gaming,9.0,
202220-11844,2022-05-21,202220,11844,93,Doraemon,109271,15.6,Gaming,4.0,80.0
202221-11844,2022-05-28,202221,11844,93,Doraemon,109271,15.6,Gaming,0.0,93.0
202223-11844,2022-06-11,202223,11844,93,Doraemon,109271,15.6,Gaming,1.0,122.0
202224-11844,2022-06-18,202224,11844,15,Doraemon,109271,15.6,Gaming,5.0,46.0
202224-11844,2022-06-18,202224,11844,93,Doraemon,109271,15.6,Gaming,7.0,136.0
202225-11844,2022-06-25,202225,11844,15,Doraemon,109271,15.6,Gaming,0.0,79.0
202225-11844,2022-06-25,202225,11844,93,Doraemon,109271,15.6,Gaming,1.0,139.0
202226-11844,2022-07-02,202226,11844,15,Doraemon,109271,15.6,Gaming,36.0,54.0
202226-11844,2022-07-02,202226,11844,93,Doraemon,109271,15.6,Gaming,4.0,
202227-11844,2022-07-09,202227,11844,15,Doraemon,109271,15.6,Gaming,90.0,62.0
202228-11844,2022-07-16,202228,11844,15,Doraemon,109271,15.6,Gaming,0.0,92.0
202229-11844,2022-07-23,202229,11844,15,Doraemon,109271,15.6,Gaming,11.0,106.0
202230-11844,2022-07-30,202230,11844,15,Doraemon,109271,15.6,Gaming,62.0,85.0
202231-11844,2022-08-06,202231,11844,15,Doraemon,109271,15.6,Gaming,0.0,116.0
202231-11844,2022-08-06,202231,11844,93,Doraemon,109271,15.6,Gaming,7.0,126.0
202232-11844,2022-08-13,202232,11844,15,Doraemon,109271,15.6,Gaming,0.0,121.0
202232-11844,2022-08-13,202232,11844,93,Doraemon,109271,15.6,Gaming,19.0,103.0
202233-11844,2022-08-20,202233,11844,15,Doraemon,109271,15.6,Gaming,45.0,57.0
202233-11844,2022-08-20,202233,11844,93,Doraemon,109271,15.6,Gaming,39.0,58.0
202234-11844,2022-08-27,202234,11844,15,Doraemon,109271,15.6,Gaming,18.0,29.0
202234-11844,2022-08-27,202234,11844,93,Doraemon,109271,15.6,Gaming,11.0,46.0
202235-11844,2022-09-03,202235,11844,15,Doraemon,109271,15.6,Gaming,62.0,19.0
202235-11844,2022-09-03,202235,11844,93,Doraemon,109271,15.6,Gaming,3.0,
202236-11844,2022-09-10,202236,11844,15,Doraemon,109271,15.6,Gaming,0.0,22.0
202236-11844,2022-09-10,202236,11844,93,Doraemon,109271,15.6,Gaming,4.0,
202237-11844,2022-09-17,202237,11844,15,Doraemon,109271,15.6,Gaming,0.0,39.0
202237-11844,2022-09-17,202237,11844,93,Doraemon,109271,15.6,Gaming,10.0,118.0
202238-11844,2022-09-24,202238,11844,12,Doraemon,109271,15.6,Gaming,7.0,11.0
202238-11844,2022-09-24,202238,11844,15,Doraemon,109271,15.6,Gaming,48.0,81.0
202238-11844,2022-09-24,202238,11844,93,Doraemon,109271,15.6,Gaming,32.0,70.0
202239-11844,2022-10-01,202239,11844,12,Doraemon,109271,15.6,Gaming,1.0,11.0
202239-11844,2022-10-01,202239,11844,15,Doraemon,109271,15.6,Gaming,0.0,90.0
202239-11844,2022-10-01,202239,11844,93,Doraemon,109271,15.6,Gaming,,63.0
202240-11844,2022-10-08,202240,11844,12,Doraemon,109271,15.6,Gaming,0.0,11.0
202240-11844,2022-10-08,202240,11844,15,Doraemon,109271,15.6,Gaming,0.0,152.0
202240-11844,2022-10-08,202240,11844,93,Doraemon,109271,15.6,Gaming,0.0,96.0
202241-11844,2022-10-15,202241,11844,12,Doraemon,109271,15.6,Gaming,0.0,
202241-11844,2022-10-15,202241,11844,15,Doraemon,109271,15.6,Gaming,0.0,189.0
202242-11844,2022-10-22,202242,11844,12,Doraemon,109271,15.6,Gaming,1.0,10.0
202242-11844,2022-10-22,202242,11844,15,Doraemon,109271,15.6,Gaming,96.0,123.0
202242-11844,2022-10-22,202242,11844,93,Doraemon,109271,15.6,Gaming,22.0,63.0
202243-11844,2022-10-29,202243,11844,12,Doraemon,109271,15.6,Gaming,0.0,10.0
202243-11844,2022-10-29,202243,11844,15,Doraemon,109271,15.6,Gaming,0.0,131.0
202243-11844,2022-10-29,202243,11844,93,Doraemon,109271,15.6,Gaming,0.0,68.0
202244-11844,2022-11-05,202244,11844,12,Doraemon,109271,15.6,Gaming,0.0,11.0
202244-11844,2022-11-05,202244,11844,15,Doraemon,109271,15.6,Gaming,,83.0
202244-11844,2022-11-05,202244,11844,93,Doraemon,109271,15.6,Gaming,0.0,114.0
202245-11844,2022-11-12,202245,11844,12,Doraemon,109271,15.6,Gaming,0.0,10.0
202245-11844,2022-11-12,202245,11844,15,Doraemon,109271,15.6,Gaming,2.0,80.0
202245-11844,2022-11-12,202245,11844,93,Doraemon,109271,15.6,Gaming,23.0,100.0
202246-11844,2022-11-19,202246,11844,12,Doraemon,109271,15.6,Gaming,0.0,9.0
202246-11844,2022-11-19,202246,11844,15,Doraemon,109271,15.6,Gaming,39.0,124.0
202247-11844,2022-11-26,202247,11844,12,Doraemon,109271,15.6,Gaming,0.0,11.0
202247-11844,2022-11-26,202247,11844,15,Doraemon,109271,15.6,Gaming,0.0,140.0
202248-11844,2022-12-03,202248,11844,12,Doraemon,109271,15.6,Gaming,2.0,13.0
202248-11844,2022-12-03,202248,11844,15,Doraemon,109271,15.6,Gaming,163.0,77.0
202248-11844,2022-12-03,202248,11844,93,Doraemon,109271,15.6,Gaming,4.0,138.0
202249-11844,2022-12-10,202249,11844,12,Doraemon,109271,15.6,Gaming,0.0,13.0
202249-11844,2022-12-10,202249,11844,15,Doraemon,109271,15.6,Gaming,10.0,61.0
202249-11844,2022-12-10,202249,11844,93,Doraemon,109271,15.6,Gaming,0.0,
202250-11844,2022-12-17,202250,11844,12,Doraemon,109271,15.6,Gaming,1.0,14.0
202250-11844,2022-12-17,202250,11844,15,Doraemon,109271,15.6,Gaming,72.0,29.0
202250-11844,2022-12-17,202250,11844,93,Doraemon,109271,15.6,Gaming,0.0,159.0
202251-11844,2022-12-24,202251,11844,12,Doraemon,109271,15.6,Gaming,2.0,11.0
202251-11844,2022-12-24,202251,11844,15,Doraemon,109271,15.6,Gaming,9.0,15.0
202252-11844,2022-12-31,202252,11844,12,Doraemon,109271,15.6,Gaming,0.0,11.0
202252-11844,2022-12-31,202252,11844,15,Doraemon,109271,15.6,Gaming,2.0,12.0
202252-11844,2022-12-31,202252,11844,93,Doraemon,109271,15.6,Gaming,2.0,155.0
202301-11844,2023-01-07,202301,11844,12,Doraemon,109271,15.6,Gaming,1.0,10.0
202301-11844,2023-01-07,202301,11844,15,Doraemon,109271,15.6,Gaming,30.0,17.0
202302-11844,2023-01-14,202302,11844,12,Doraemon,109271,15.6,Gaming,2.0,10.0
202302-11844,2023-01-14,202302,11844,15,Doraemon,109271,15.6,Gaming,4.0,11.0
202302-11844,2023-01-14,202302,11844,93,Doraemon,109271,15.6,Gaming,22.0,127.0
202303-11844,2023-01-21,202303,11844,12,Doraemon,109271,15.6,Gaming,3.0,11.0
202303-11844,2023-01-21,202303,11844,15,Doraemon,109271,15.6,Gaming,21.0,14.0
202304-11844,2023-01-28,202304,11844,12,Doraemon,109271,15.6,Gaming,0.0,12.0
202304-11844,2023-01-28,202304,11844,15,Doraemon,109271,15.6,Gaming,18.0,26.0
202304-11844,2023-01-28,202304,11844,93,Doraemon,109271,15.6,Gaming,167.0,59.0
202305-11844,2023-02-04,202305,11844,12,Doraemon,109271,15.6,Gaming,2.0,12.0
202305-11844,2023-02-04,202305,11844,15,Doraemon,109271,15.6,Gaming,3.0,21.0
202306-11844,2023-02-11,202306,11844,12,Doraemon,109271,15.6,Gaming,0.0,11.0
202306-11844,2023-02-11,202306,11844,15,Doraemon,109271,15.6,Gaming,0.0,29.0
202306-11844,2023-02-11,202306,11844,93,Doraemon,109271,15.6,Gaming,,27.0
202307-11844,2023-02-18,202307,11844,15,Doraemon,109271,15.6,Gaming,0.0,55.0
202307-11844,2023-02-18,202307,11844,93,Doraemon,109271,15.6,Gaming,16.0,12.0
202308-11844,2023-02-25,202308,11844,12,Doraemon,109271,15.6,Gaming,0.0,12.0
202308-11844,2023-02-25,202308,11844,15,Doraemon,109271,15.6,Gaming,8.0,42.0
202308-11844,2023-02-25,202308,11844,93,Doraemon,109271,15.6,Gaming,16.0,4.0
202309-11844,2023-03-04,202309,11844,12,Doraemon,109271,15.6,Gaming,0.0,11.0
202309-11844,2023-03-04,202309,11844,15,Doraemon,109271,15.6,Gaming,0.0,55.0
202309-11844,2023-03-04,202309,11844,93,Doraemon,109271,15.6,Gaming,2.0,1.0
202310-11844,2023-03-11,202310,11844,12,Doraemon,109271,15.6,Gaming,2.0,13.0
202310-11844,2023-03-11,202310,11844,15,Doraemon,109271,15.6,Gaming,6.0,101.0
202310-11844,2023-03-11,202310,11844,93,Doraemon,109271,15.6,Gaming,0.0,1.0
202311-11844,2023-03-18,202311,11844,12,Doraemon,109271,15.6,Gaming,0.0,15.0
202311-11844,2023-03-18,202311,11844,15,Doraemon,109271,15.6,Gaming,,120.0
202311-11844,2023-03-18,202311,11844,93,Doraemon,109271,15.6,Gaming,6.0,1.0
202312-11844,2023-03-25,202312,11844,12,Doraemon,109271,15.6,Gaming,0.0,15.0
202312-11844,2023-03-25,202312,11844,15,Doraemon,109271,15.6,Gaming,25.0,112.0
202312-11844,2023-03-25,202312,11844,93,Doraemon,109271,15.6,Gaming,0.0,
202313-11844,2023-04-01,202313,11844,12,Doraemon,109271,15.6,Gaming,3.0,14.0
202313-11844,2023-04-01,202313,11844,15,Doraemon,109271,15.6,Gaming,37.0,56.0
202313-11844,2023-04-01,202313,11844,93,Doraemon,109271,15.6,Gaming,5.0,12.0
202314-11844,2023-04-08,202314,11844,12,Doraemon,109271,15.6,Gaming,1.0,13.0
202314-11844,2023-04-08,202314,11844,15,Doraemon,109271,15.6,Gaming,15.0,33.0
202314-11844,2023-04-08,202314,11844,93,Doraemon,109271,15.6,Gaming,0.0,
202315-11844,2023-04-15,202315,11844,12,Doraemon,109271,15.6,Gaming,0.0,12.0
202315-11844,2023-04-15,202315,11844,15,Doraemon,109271,15.6,Gaming,25.0,29.0
202315-11844,2023-04-15,202315,11844,93,Doraemon,109271,15.6,Gaming,1.0,61.0
202316-11844,2023-04-22,202316,11844,12,Doraemon,109271,15.6,Gaming,0.0,13.0
202316-11844,2023-04-22,202316,11844,15,Doraemon,109271,15.6,Gaming,49.0,45.0
202316-11844,2023-04-22,202316,11844,93,Doraemon,109271,15.6,Gaming,0.0,102.0
202317-11844,2023-04-29,202317,11844,12,Doraemon,109271,15.6,Gaming,0.0,
202317-11844,2023-04-29,202317,11844,15,Doraemon,109271,15.6,Gaming,0.0,88.0
202317-11844,2023-04-29,202317,11844,93,Doraemon,109271,15.6,Gaming,0.0,171.0
202318-11844,2023-05-06,202318,11844,12,Doraemon,109271,15.6,Gaming,2.0,12.0
202318-11844,2023-05-06,202318,11844,15,Doraemon,109271,15.6,Gaming,0.0,124.0
202318-11844,2023-05-06,202318,11844,93,Doraemon,109271,15.6,Gaming,20.0,140.0
202052-12831,2020-12-26,202052,12831,12,Doraemon,180829,15.6,Gaming,16.0,20.0
202053-12831,2021-01-02,202053,12831,12,Doraemon,180829,15.6,Gaming,100.0,37.0
202101-12831,2021-01-09,202101,12831,12,Doraemon,180829,15.6,Gaming,8.0,50.0
202102-12831,2021-01-16,202102,12831,12,Doraemon,180829,15.6,Gaming,62.0,93.0
202103-12831,2021-01-23,202103,12831,12,Doraemon,180829,15.6,Gaming,115.0,75.0
202108-12831,2021-02-27,202108,12831,12,Doraemon,180829,15.6,Gaming,11.0,103.0
202109-12831,2021-03-06,202109,12831,12,Doraemon,180829,15.6,Gaming,72.0,59.0
202110-12831,2021-03-13,202110,12831,12,Doraemon,180829,15.6,Gaming,71.0,51.0
202111-12831,2021-03-20,202111,12831,12,Doraemon,180829,15.6,Gaming,34.0,73.0
202112-12831,2021-03-27,202112,12831,12,Doraemon,180829,15.6,Gaming,51.0,50.0
202113-12831,2021-04-03,202113,12831,12,Doraemon,180829,15.6,Gaming,,26.0
202114-12831,2021-04-10,202114,12831,12,Doraemon,180829,15.6,Gaming,36.0,20.0
202115-12831,2021-04-17,202115,12831,12,Doraemon,180829,15.6,Gaming,18.0,28.0
202116-12831,2021-04-24,202116,12831,12,Doraemon,180829,15.6,Gaming,0.0,53.0
202117-12831,2021-05-01,202117,12831,12,Doraemon,180829,15.6,Gaming,27.0,99.0
202118-12831,2021-05-08,202118,12831,12,Doraemon,180829,15.6,Gaming,48.0,204.0
202119-12831,2021-05-15,202119,12831,12,Doraemon,180829,15.6,Gaming,92.0,208.0
202120-12831,2021-05-22,202120,12831,12,Doraemon,180829,15.6,Gaming,168.0,138.0
202121-12831,2021-05-29,202121,12831,12,Doraemon,180829,15.6,Gaming,16.0,149.0
202122-12831,2021-06-05,202122,12831,12,Doraemon,180829,15.6,Gaming,24.0,125.0
202123-12831,2021-06-12,202123,12831,12,Doraemon,180829,15.6,Gaming,1.0,175.0
202124-12831,2021-06-19,202124,12831,12,Doraemon,180829,15.6,Gaming,37.0,119.0
202125-12831,2021-06-26,202125,12831,12,Doraemon,180829,15.6,Gaming,0.0,134.0
202126-12831,2021-07-03,202126,12831,12,Doraemon,180829,15.6,Gaming,1.0,153.0
202127-12831,2021-07-10,202127,12831,12,Doraemon,180829,15.6,Gaming,24.0,119.0
202128-12831,2021-07-17,202128,12831,12,Doraemon,180829,15.6,Gaming,10.0,157.0
202206-12831,2022-02-12,202206,12831,12,Doraemon,180829,15.6,Gaming,22.0,129.0
202221-12831,2022-05-28,202221,12831,12,Doraemon,180829,15.6,Gaming,31.0,85.0
202222-12831,2022-06-04,202222,12831,12,Doraemon,180829,15.6,Gaming,,91.0
202223-12831,2022-06-11,202223,12831,12,Doraemon,180829,15.6,Gaming,0.0,119.0
202224-12831,2022-06-18,202224,12831,12,Doraemon,180829,15.6,Gaming,41.0,57.0
202224-12831,2022-06-18,202224,12831,15,Doraemon,180829,15.6,Gaming,62.0,109.0
202225-12831,2022-06-25,202225,12831,12,Doraemon,180829,15.6,Gaming,17.0,31.0
202225-12831,2022-06-25,202225,12831,15,Doraemon,180829,15.6,Gaming,38.0,105.0
202226-12831,2022-07-02,202226,12831,12,Doraemon,180829,15.6,Gaming,4.0,24.0
202226-12831,2022-07-02,202226,12831,15,Doraemon,180829,15.6,Gaming,38.0,
202227-12831,2022-07-09,202227,12831,12,Doraemon,180829,15.6,Gaming,0.0,33.0
202227-12831,2022-07-09,202227,12831,15,Doraemon,180829,15.6,Gaming,29.0,71.0
202228-12831,2022-07-16,202228,12831,12,Doraemon,180829,15.6,Gaming,1.0,
202228-12831,2022-07-16,202228,12831,15,Doraemon,180829,15.6,Gaming,0.0,70.0
202229-12831,2022-07-23,202229,12831,12,Doraemon,180829,15.6,Gaming,0.0,124.0
202229-12831,2022-07-23,202229,12831,15,Doraemon,180829,15.6,Gaming,0.0,91.0
202230-12831,2022-07-30,202230,12831,12,Doraemon,180829,15.6,Gaming,0.0,162.0
202230-12831,2022-07-30,202230,12831,15,Doraemon,180829,15.6,Gaming,88.0,106.0
202231-12831,2022-08-06,202231,12831,12,Doraemon,180829,15.6,Gaming,30.0,116.0
202231-12831,2022-08-06,202231,12831,15,Doraemon,180829,15.6,Gaming,15.0,183.0
202232-12831,2022-08-13,202232,12831,12,Doraemon,180829,15.6,Gaming,46.0,54.0
202232-12831,2022-08-13,202232,12831,15,Doraemon,180829,15.6,Gaming,22.0,217.0
202233-12831,2022-08-20,202233,12831,12,Doraemon,180829,15.6,Gaming,19.0,25.0
202233-12831,2022-08-20,202233,12831,15,Doraemon,180829,15.6,Gaming,0.0,244.0
202234-12831,2022-08-27,202234,12831,12,Doraemon,180829,15.6,Gaming,9.0,11.0
202234-12831,2022-08-27,202234,12831,15,Doraemon,180829,15.6,Gaming,47.0,232.0
202235-12831,2022-09-03,202235,12831,12,Doraemon,180829,15.6,Gaming,3.0,6.0
202235-12831,2022-09-03,202235,12831,15,Doraemon,180829,15.6,Gaming,77.0,116.0
202236-12831,2022-09-10,202236,12831,12,Doraemon,180829,15.6,Gaming,0.0,7.0
202236-12831,2022-09-10,202236,12831,15,Doraemon,180829,15.6,Gaming,74.0,70.0
202237-12831,2022-09-17,202237,12831,12,Doraemon,180829,15.6,Gaming,0.0,13.0
202237-12831,2022-09-17,202237,12831,15,Doraemon,180829,15.6,Gaming,2.0,67.0
202238-12831,2022-09-24,202238,12831,12,Doraemon,180829,15.6,Gaming,10.0,7.0
202238-12831,2022-09-24,202238,12831,15,Doraemon,180829,15.6,Gaming,43.0,104.0
202239-12831,2022-10-01,202239,12831,12,Doraemon,180829,15.6,Gaming,0.0,7.0
202239-12831,2022-10-01,202239,12831,15,Doraemon,180829,15.6,Gaming,0.0,142.0
202240-12831,2022-10-08,202240,12831,12,Doraemon,180829,15.6,Gaming,1.0,13.0
202240-12831,2022-10-08,202240,12831,15,Doraemon,180829,15.6,Gaming,45.0,89.0
202241-12831,2022-10-15,202241,12831,12,Doraemon,180829,15.6,Gaming,2.0,9.0
202241-12831,2022-10-15,202241,12831,15,Doraemon,180829,15.6,Gaming,91.0,90.0
202242-12831,2022-10-22,202242,12831,12,Doraemon,180829,15.6,Gaming,1.0,11.0
202242-12831,2022-10-22,202242,12831,15,Doraemon,180829,15.6,Gaming,0.0,146.0
202243-12831,2022-10-29,202243,12831,12,Doraemon,180829,15.6,Gaming,2.0,22.0
202243-12831,2022-10-29,202243,12831,15,Doraemon,180829,15.6,Gaming,40.0,85.0
202244-12831,2022-11-05,202244,12831,12,Doraemon,180829,15.6,Gaming,0.0,47.0
202244-12831,2022-11-05,202244,12831,15,Doraemon,180829,15.6,Gaming,129.0,74.0
202245-12831,2022-11-12,202245,12831,12,Doraemon,180829,15.6,Gaming,2.0,44.0
202245-12831,2022-11-12,202245,12831,15,Doraemon,180829,15.6,Gaming,50.0,36.0
202246-12831,2022-11-19,202246,12831,12,Doraemon,180829,15.6,Gaming,1.0,68.0
202246-12831,2022-11-19,202246,12831,15,Doraemon,180829,15.6,Gaming,9.0,22.0
202247-12831,2022-11-26,202247,12831,12,Doraemon,180829,15.6,Gaming,0.0,128.0
202247-12831,2022-11-26,202247,12831,15,Doraemon,180829,15.6,Gaming,110.0,21.0
202248-12831,2022-12-03,202248,12831,12,Doraemon,180829,15.6,Gaming,43.0,65.0
202248-12831,2022-12-03,202248,12831,15,Doraemon,180829,15.6,Gaming,47.0,34.0
202249-12831,2022-12-10,202249,12831,12,Doraemon,180829,15.6,Gaming,16.0,42.0
202249-12831,2022-12-10,202249,12831,15,Doraemon,180829,15.6,Gaming,23.0,68.0
202250-12831,2022-12-17,202250,12831,12,Doraemon,180829,15.6,Gaming,4.0,45.0
202250-12831,2022-12-17,202250,12831,15,Doraemon,180829,15.6,Gaming,21.0,144.0
202251-12831,2022-12-24,202251,12831,12,Doraemon,180829,15.6,Gaming,0.0,75.0
202251-12831,2022-12-24,202251,12831,15,Doraemon,180829,15.6,Gaming,40.0,90.0
202252-12831,2022-12-31,202252,12831,12,Doraemon,180829,15.6,Gaming,3.0,150.0
202252-12831,2022-12-31,202252,12831,15,Doraemon,180829,15.6,Gaming,66.0,46.0
202301-12831,2023-01-07,202301,12831,12,Doraemon,180829,15.6,Gaming,,169.0
202301-12831,2023-01-07,202301,12831,15,Doraemon,180829,15.6,Gaming,10.0,30.0
202302-12831,2023-01-14,202302,12831,12,Doraemon,180829,15.6,Gaming,41.0,107.0
202302-12831,2023-01-14,202302,12831,15,Doraemon,180829,15.6,Gaming,0.0,33.0
202303-12831,2023-01-21,202303,12831,12,Doraemon,180829,15.6,Gaming,25.0,69.0
202303-12831,2023-01-21,202303,12831,15,Doraemon,180829,15.6,Gaming,41.0,33.0
202304-12831,2023-01-28,202304,12831,12,Doraemon,180829,15.6,Gaming,0.0,73.0
202304-12831,2023-01-28,202304,12831,15,Doraemon,180829,15.6,Gaming,28.0,53.0
202305-12831,2023-02-04,202305,12831,12,Doraemon,180829,15.6,Gaming,4.0,122.0
202305-12831,2023-02-04,202305,12831,15,Doraemon,180829,15.6,Gaming,0.0,106.0
202306-12831,2023-02-11,202306,12831,12,Doraemon,180829,15.6,Gaming,27.0,81.0
202306-12831,2023-02-11,202306,12831,15,Doraemon,180829,15.6,Gaming,28.0,63.0
202307-12831,2023-02-18,202307,12831,15,Doraemon,180829,15.6,Gaming,19.0,34.0
202308-12831,2023-02-25,202308,12831,12,Doraemon,180829,15.6,Gaming,14.0,60.0
202308-12831,2023-02-25,202308,12831,15,Doraemon,180829,15.6,Gaming,32.0,26.0
202309-12831,2023-03-04,202309,12831,12,Doraemon,180829,15.6,Gaming,11.0,43.0
202309-12831,2023-03-04,202309,12831,15,Doraemon,180829,15.6,Gaming,0.0,36.0
202310-12831,2023-03-11,202310,12831,12,Doraemon,180829,15.6,Gaming,0.0,51.0
202310-12831,2023-03-11,202310,12831,15,Doraemon,180829,15.6,Gaming,0.0,67.0
202311-12831,2023-03-18,202311,12831,12,Doraemon,180829,15.6,Gaming,5.0,44.0
202311-12831,2023-03-18,202311,12831,15,Doraemon,180829,15.6,Gaming,46.0,49.0
202312-12831,2023-03-25,202312,12831,12,Doraemon,180829,15.6,Gaming,0.0,50.0
202312-12831,2023-03-25,202312,12831,15,Doraemon,180829,15.6,Gaming,0.0,50.0
202313-12831,2023-04-01,202313,12831,12,Doraemon,180829,15.6,Gaming,0.0,87.0
202313-12831,2023-04-01,202313,12831,15,Doraemon,180829,15.6,Gaming,17.0,24.0
202314-12831,2023-04-08,202314,12831,12,Doraemon,180829,15.6,Gaming,25.0,49.0
202314-12831,2023-04-08,202314,12831,15,Doraemon,180829,15.6,Gaming,6.0,14.0
202315-12831,2023-04-15,202315,12831,12,Doraemon,180829,15.6,Gaming,5.0,41.0
202315-12831,2023-04-15,202315,12831,15,Doraemon,180829,15.6,Gaming,51.0,14.0
202316-12831,2023-04-22,202316,12831,12,Doraemon,180829,15.6,Gaming,5.0,60.0
202316-12831,2023-04-22,202316,12831,15,Doraemon,180829,15.6,Gaming,99.0,23.0
202317-12831,2023-04-29,202317,12831,12,Doraemon,180829,15.6,Gaming,1.0,58.0
202317-12831,2023-04-29,202317,12831,15,Doraemon,180829,15.6,Gaming,0.0,46.0
202318-12831,2023-05-06,202318,12831,12,Doraemon,180829,15.6,Gaming,1.0,68.0
202318-12831,2023-05-06,202318,12831,15,Doraemon,180829,15.6,Gaming,36.0,98.0
202119-14805,2021-05-15,202119,14805,93,Goku,967,16.1,Gaming,12.0,92.0
202120-14805,2021-05-22,202120,14805,93,Goku,967,16.1,Gaming,36.0,54.0
202121-14805,2021-05-29,202121,14805,93,Goku,967,16.1,Gaming,18.0,27.0
202122-14805,2021-06-05,202122,14805,93,Goku,967,16.1,Gaming,10.0,16.0
202123-14805,2021-06-12,202123,14805,93,Goku,967,16.1,Gaming,12.0,17.0
202124-14805,2021-06-19,202124,14805,93,Goku,967,16.1,Gaming,0.0,31.0
202125-14805,2021-06-26,202125,14805,93,Goku,967,16.1,Gaming,15.0,
202126-14805,2021-07-03,202126,14805,93,Goku,967,16.1,Gaming,58.0,63.0
202127-14805,2021-07-10,202127,14805,93,Goku,967,16.1,Gaming,2.0,100.0
202128-14805,2021-07-17,202128,14805,93,Goku,967,16.1,Gaming,11.0,87.0
202129-14805,2021-07-24,202129,14805,93,Goku,967,16.1,Gaming,58.0,125.0
202130-14805,2021-07-31,202130,14805,93,Goku,967,16.1,Gaming,19.0,116.0
202131-14805,2021-08-07,202131,14805,93,Goku,967,16.1,Gaming,27.0,75.0
202132-14805,2021-08-14,202132,14805,93,Goku,967,16.1,Gaming,5.0,79.0
202133-14805,2021-08-21,202133,14805,93,Goku,967,16.1,Gaming,26.0,43.0
202134-14805,2021-08-28,202134,14805,93,Goku,967,16.1,Gaming,6.0,33.0
202135-14805,2021-09-04,202135,14805,93,Goku,967,16.1,Gaming,0.0,45.0
202136-14805,2021-09-11,202136,14805,93,Goku,967,16.1,Gaming,2.0,65.0
202137-14805,2021-09-18,202137,14805,93,Goku,967,16.1,Gaming,,125.0
202138-14805,2021-09-25,202138,14805,93,Goku,967,16.1,Gaming,0.0,145.0
202139-14805,2021-10-02,202139,14805,93,Goku,967,16.1,Gaming,48.0,96.0
202140-14805,2021-10-09,202140,14805,93,Goku,967,16.1,Gaming,,47.0
202141-14805,2021-10-16,202141,14805,93,Goku,967,16.1,Gaming,,26.0
202142-14805,2021-10-23,202142,14805,93,Goku,967,16.1,Gaming,16.0,23.0
202143-14805,2021-10-30,202143,14805,93,Goku,967,16.1,Gaming,0.0,36.0
202144-14805,2021-11-06,202144,14805,93,Goku,967,16.1,Gaming,34.0,70.0
202146-14805,2021-11-20,202146,14805,93,Goku,967,16.1,Gaming,53.0,55.0
202147-14805,2021-11-27,202147,14805,93,Goku,967,16.1,Gaming,119.0,74.0
202148-14805,2021-12-04,202148,14805,93,Goku,967,16.1,Gaming,78.0,41.0
202149-14805,2021-12-11,202149,14805,93,Goku,967,16.1,Gaming,100.0,34.0
202150-14805,2021-12-18,202150,14805,93,Goku,967,16.1,Gaming,121.0,48.0
202151-14805,2021-12-25,202151,14805,93,Goku,967,16.1,Gaming,12.0,91.0
202152-14805,2022-01-01,202152,14805,93,Goku,967,16.1,Gaming,3.0,109.0
202201-14805,2022-01-08,202201,14805,93,Goku,967,16.1,Gaming,2.0,193.0
202202-14805,2022-01-15,202202,14805,93,Goku,967,16.1,Gaming,0.0,226.0
202203-14805,2022-01-22,202203,14805,93,Goku,967,16.1,Gaming,0.0,239.0
202204-14805,2022-01-29,202204,14805,93,Goku,967,16.1,Gaming,43.0,174.0
202205-14805,2022-02-05,202205,14805,93,Goku,967,16.1,Gaming,48.0,116.0
202206-14805,2022-02-12,202206,14805,93,Goku,967,16.1,Gaming,35.0,63.0
202207-14805,2022-02-19,202207,14805,93,Goku,967,16.1,Gaming,9.0,
202208-14805,2022-02-26,202208,14805,93,Goku,967,16.1,Gaming,0.0,51.0
202209-14805,2022-03-05,202209,14805,93,Goku,967,16.1,Gaming,4.0,85.0
